id	label	type
N646	bison/buffalo	translation
N647	forty	translation
N647	forty	semantic
N648	agent	translation
N648	agent	semantic
N649	doctor	semantic
N649	doctor	translation
N649	doctor	syntactic
N649	doctor	systematicity
N650	moon	semantic
N650	moon	translation
N650	moon	syntactic
N651	answer	translation
N651	answer	semantic
N651	answer	syntactic
N652	any	translation
N652	any	semantic
N652	any	syntactic
N653	blank–out	translation
N654	supervise+agent	translation
N655	then	translation
N655	then	semantic
N655	then	syntactic
N656	#pizza	translation
N657	one+thousand	translation
N658	communicate+miscommunicate	translation
N659	wheelbarrow	translation
N659	wheelbarrow	semantic
N659	wheelbarrow	syntactic
N660	learn+agent	translation
N661	curtain	semantic
N661	curtain	translation
N661	curtain	syntactic
N662	through	translation
N662	through	semantic
N663	(s)old+one_2	translation
N664	slice	translation
N664	slice	semantic
N664	slice	systematicity
N665	devour	translation
N665	devour	semantic
N665	devour	syntactic
N665	devour	systematicity
N666	inform	translation
N666	inform	semantic
N667	net	translation
N667	net	semantic
N667	net	syntactic
N668	wander	semantic
N668	wander	translation
N668	wander	syntactic
N669	environment	translation
N669	environment	semantic
N669	environment	syntactic
N670	clown	semantic
N670	clown	translation
N670	clown	syntactic
N671	(s)old+three_2	translation
N672	amazed	translation
N672	amazed	semantic
N673	red	translation
N673	red	semantic
N673	red	syntactic
N674	color	semantic
N674	color	translation
N674	color	syntactic
N675	cannot	translation
N675	cannot	semantic
N675	cannot	syntactic
N676	when+part:indef	translation
N677	beach	translation
N677	beach	semantic
N677	beach	syntactic
N678	kid	semantic
N678	kid	translation
N678	kid	syntactic
N679	what	translation
N679	what	semantic
N680	friendly	translation
N680	friendly	semantic
N680	friendly	syntactic
N681	cent+five	translation
N682	lord–god	translation
N683	motor	translation
N683	motor	semantic
N684	#ff	translation
N684	#ff	semantic
N685	poss:i	translation
N686	hungry/wish	translation
N687	carrot	translation
N687	carrot	semantic
N687	carrot	syntactic
N687	carrot	systematicity
N688	option	translation
N688	option	semantic
N688	option	syntactic
N689	bowtie	translation
N689	bowtie	semantic
N689	bowtie	syntactic
N690	plant–seeds	translation
N691	general	translation
N691	general	semantic
N692	cocaine	translation
N692	cocaine	semantic
N692	cocaine	syntactic
N693	in–five–years	translation
N694	heavy	translation
N694	heavy	semantic
N694	heavy	syntactic
N695	past+night	translation
N696	onion	translation
N696	onion	semantic
N696	onion	syntactic
N697	box_2	translation
N698	over/after	translation
N699	who_2	translation
N700	eye–mask	translation
N701	corn_4	translation
N702	behind	translation
N702	behind	semantic
N702	behind	syntactic
N703	mold	translation
N703	mold	semantic
N704	borrow	translation
N704	borrow	semantic
N704	borrow	syntactic
N705	up–to–now	translation
N706	twist	translation
N706	twist	semantic
N707	leave–there	translation
N708	island/interest	translation
N709	hands	translation
N709	hands	semantic
N709	hands	syntactic
N710	hill	translation
N710	hill	semantic
N711	smooth	translation
N711	smooth	semantic
N711	smooth	syntactic
N712	pour	translation
N712	pour	semantic
N712	pour	syntactic
N712	pour	systematicity
N713	grammar	translation
N713	grammar	semantic
N713	grammar	syntactic
N714	bowl	translation
N714	bowl	semantic
N714	bowl	syntactic
N715	any+thing	translation
N716	blush	translation
N716	blush	semantic
N716	blush	syntactic
N717	three–months	translation
N718	average	translation
N718	average	semantic
N718	average	syntactic
N719	gym	translation
N719	gym	semantic
N719	gym	syntactic
N720	earth	translation
N720	earth	semantic
N720	earth	syntactic
N721	tan	translation
N721	tan	semantic
N721	tan	syntactic
N722	discipline	translation
N722	discipline	semantic
N723	miss/assume	translation
N724	ghost	translation
N724	ghost	semantic
N724	ghost	syntactic
N725	copy–down	translation
N726	shampoo	translation
N726	shampoo	semantic
N726	shampoo	syntactic
N727	fly–by–plane	translation
N728	jealous	translation
N728	jealous	semantic
N728	jealous	syntactic
N729	cute	translation
N729	cute	semantic
N730	head	phonological
N730	head	translation
N730	head	semantic
N730	head	syntactic
N731	go–out	translation
N732	bathing–suit	translation
N733	empty/early	translation
N734	earth+rumble	translation
N735	future	translation
N735	future	semantic
N735	future	syntactic
N736	easter	translation
N736	easter	semantic
N736	easter	syntactic
N737	(v)think+mean	translation
N738	rabbit_2	translation
N738	rabbit_2	syntactic
N739	prove	translation
N739	prove	semantic
N740	understand	translation
N740	understand	semantic
N740	understand	syntactic
N741	approve	translation
N741	approve	semantic
N742	all–afternoon	translation
N743	lose–competition	translation
N744	hear/listen+rumble	translation
N745	rule	translation
N745	rule	semantic
N745	rule	syntactic
N746	water	semantic
N746	water	translation
N746	water	syntactic
N747	start	semantic
N747	start	translation
N747	start	syntactic
N748	(2h)dribble+shoot–basket	translation
N749	king+(1h)area	translation
N750	(2h)alt.fancy+box/room	translation
N751	than	translation
N751	than	semantic
N751	than	syntactic
N752	group/together	translation
N753	(1h)(l–x)interesting+zero_2	translation
N754	nothing	translation
N754	nothing	semantic
N754	nothing	syntactic
N755	each+one	translation
N756	send	translation
N756	send	semantic
N756	send	syntactic
N757	try	translation
N757	try	semantic
N757	try	syntactic
N758	reins	translation
N758	reins	semantic
N759	bandaid	translation
N759	bandaid	semantic
N760	turn–page	translation
N761	quit	translation
N761	quit	semantic
N761	quit	syntactic
N762	(s)old+two_2	translation
N763	bowling	translation
N763	bowling	semantic
N763	bowling	syntactic
N763	bowling	systematicity
N764	honest	semantic
N764	honest	translation
N764	honest	syntactic
N765	class_2+box/room	translation
N766	parliament	translation
N766	parliament	semantic
N767	summon	translation
N767	summon	semantic
N767	summon	syntactic
N767	summon	systematicity
N768	husband	translation
N768	husband	semantic
N768	husband	syntactic
N769	eight–weeks	translation
N770	paint+agent	translation
N771	(1h)good/thank–you+honeymoon	translation
N772	first–place	translation
N772	first–place	semantic
N773	socks	translation
N773	socks	semantic
N773	socks	syntactic
N774	five_2+hour	translation
N775	less–than	translation
N776	piss–off	translation
N777	story+agent	translation
N778	(e)e–mail	translation
N779	blame	translation
N779	blame	semantic
N779	blame	syntactic
N780	trash/bag	translation
N781	spell	translation
N781	spell	semantic
N782	library+agent	translation
N783	each	translation
N783	each	semantic
N783	each	syntactic
N784	tired	translation
N784	tired	semantic
N784	tired	syntactic
N785	puff–smoke	translation
N786	upper	translation
N786	upper	semantic
N787	stupid_3	translation
N788	take–train	translation
N789	once	translation
N789	once	semantic
N789	once	syntactic
N790	benefit	translation
N790	benefit	semantic
N790	benefit	syntactic
N791	rob	translation
N791	rob	semantic
N791	rob	syntactic
N792	#yes	translation
N793	forget	translation
N793	forget	semantic
N794	(v)face+same	translation
N795	key	translation
N795	key	semantic
N795	key	syntactic
N796	bread	semantic
N796	bread	translation
N796	bread	syntactic
N797	excuse	translation
N797	excuse	semantic
N797	excuse	syntactic
N798	one+million/billion	translation
N799	fast	translation
N799	fast	semantic
N799	fast	syntactic
N800	record/break–record	translation
N801	candy+fs–cane	translation
N802	quadruple	translation
N802	quadruple	semantic
N803	crowded	translation
N803	crowded	semantic
N804	six–months	translation
N805	water–rise	translation
N806	magnet_3	translation
N806	magnet_3	syntactic
N807	cent+eight	translation
N808	cooperate/unite	translation
N809	throw	translation
N809	throw	semantic
N809	throw	syntactic
N809	throw	systematicity
N810	#ss	translation
N811	pay–in–full	translation
N812	gay	translation
N812	gay	semantic
N812	gay	syntactic
N813	quintuple	translation
N813	quintuple	semantic
N814	pick/choose	translation
N815	girl+also	translation
N816	basketball	semantic
N816	basketball	translation
N816	basketball	syntactic
N816	basketball	systematicity
N817	enjoy	translation
N817	enjoy	semantic
N817	enjoy	syntactic
N818	drugs	translation
N818	drugs	semantic
N819	wonder	semantic
N819	wonder	translation
N819	wonder	syntactic
N820	judge	translation
N820	judge	semantic
N820	judge	syntactic
N821	owl	translation
N821	owl	semantic
N821	owl	syntactic
N822	three	semantic
N822	three	translation
N822	three	syntactic
N823	necklace+jewelry	translation
N824	thursday	translation
N824	thursday	semantic
N824	thursday	syntactic
N825	vacuum–up	translation
N826	third–place	translation
N826	third–place	semantic
N827	haircut/trim	translation
N828	innocent	translation
N828	innocent	semantic
N828	innocent	syntactic
N829	up	translation
N829	up	semantic
N829	up	syntactic
N830	nine–weeks	translation
N831	important	semantic
N831	important	translation
N831	important	syntactic
N832	hammer	translation
N832	hammer	semantic
N832	hammer	syntactic
N833	subtract	translation
N833	subtract	semantic
N833	subtract	syntactic
N834	replace	translation
N834	replace	semantic
N834	replace	syntactic
N835	sister	translation
N835	sister	semantic
N835	sister	syntactic
N836	gymnastics	translation
N836	gymnastics	semantic
N837	virgin+fs–mary	translation
N838	turn+boy_2+correct	translation
N839	bind/tie–up	translation
N840	seventy–seven	translation
N840	seventy–seven	semantic
N841	baby	translation
N841	baby	semantic
N841	baby	syntactic
N841	baby	systematicity
N842	(1h)good/thank–you+lucky	translation
N843	#back	translation
N844	thank–you+suggest	translation
N845	fs–jewelry	translation
N846	gloves	translation
N846	gloves	semantic
N846	gloves	syntactic
N846	gloves	systematicity
N847	fancy+box/room	translation
N848	head–cold	translation
N849	overlook	translation
N849	overlook	semantic
N849	overlook	syntactic
N850	donkey	translation
N850	donkey	semantic
N850	donkey	syntactic
N851	downstairs	translation
N851	downstairs	semantic
N852	old+#ff	translation
N853	#cp	translation
N854	secret+hide	translation
N855	who+part:indef	translation
N856	scream	translation
N856	scream	semantic
N856	scream	syntactic
N857	kind	translation
N857	kind	semantic
N858	boy_2+also	translation
N859	one_2+hundred	translation
N860	steep	translation
N860	steep	semantic
N861	many	translation
N861	many	semantic
N861	many	syntactic
N862	emotionless	translation
N862	emotionless	semantic
N863	letter/mail+send	translation
N864	talk	translation
N864	talk	semantic
N864	talk	syntactic
N864	talk	systematicity
N865	#wow	translation
N866	mustache	translation
N866	mustache	semantic
N866	mustache	syntactic
N867	become–fat	translation
N868	testify	translation
N868	testify	semantic
N869	use_2+agent	translation
N870	fs–pickle	translation
N871	blinds	translation
N871	blinds	semantic
N872	strawberry	translation
N872	strawberry	semantic
N872	strawberry	syntactic
N872	strawberry	systematicity
N873	strangle	translation
N873	strangle	semantic
N873	strangle	syntactic
N874	improve	translation
N874	improve	semantic
N874	improve	syntactic
N875	paragraph	translation
N875	paragraph	semantic
N875	paragraph	syntactic
N876	fax	translation
N876	fax	semantic
N877	city/community	translation
N878	far	translation
N878	far	semantic
N878	far	syntactic
N879	soap+washing–machine	translation
N880	conductor	translation
N880	conductor	semantic
N881	person	semantic
N881	person	translation
N881	person	syntactic
N882	last–week	translation
N883	next–to	translation
N884	announce	translation
N884	announce	semantic
N884	announce	syntactic
N885	from	translation
N885	from	syntactic
N885	from	semantic
N886	five–dollars	translation
N887	join	translation
N887	join	semantic
N887	join	syntactic
N888	age–four	translation
N889	build	translation
N889	build	semantic
N890	#adv	translation
N891	touch–heart+grief	translation
N892	same–time	translation
N893	dry+area	translation
N894	reflect	translation
N894	reflect	semantic
N894	reflect	syntactic
N895	weave	translation
N895	weave	semantic
N895	weave	syntactic
N896	cat	semantic
N896	cat	translation
N896	cat	syntactic
N896	cat	systematicity
N897	god	translation
N897	god	semantic
N897	god	syntactic
N898	hear+ear–hurt	translation
N899	aunt	translation
N899	aunt	semantic
N899	aunt	syntactic
N900	#ed	translation
N901	license	translation
N901	license	semantic
N901	license	syntactic
N901	license	systematicity
N902	four–dollars	translation
N903	beg_2+agent	translation
N904	poem	translation
N904	poem	semantic
N905	eight–hours	translation
N906	radio	semantic
N906	radio	translation
N906	radio	syntactic
N907	list	translation
N907	list	semantic
N907	list	syntactic
N908	videotape	translation
N908	videotape	semantic
N909	ready	translation
N909	ready	semantic
N909	ready	syntactic
N910	beg	translation
N910	beg	semantic
N910	beg	syntactic
N911	badge	translation
N911	badge	semantic
N911	badge	syntactic
N912	elbow–patch	translation
N913	yesterday	translation
N913	yesterday	semantic
N913	yesterday	syntactic
N914	idea+visualize	translation
N915	fourth–place	translation
N915	fourth–place	semantic
N916	medicine	translation
N916	medicine	semantic
N916	medicine	syntactic
N917	comfortable	translation
N917	comfortable	semantic
N917	comfortable	syntactic
N918	boy+baby_2	translation
N919	grow+collect	translation
N920	glue	translation
N920	glue	semantic
N920	glue	systematicity
N921	million/billion+agent	translation
